"Yo1" "Yo2" "Yp" "Ym" "Tp1" "NTp1" "Tm1" "NTm1" "Tp2" "NTp2" "Tm2" "NTm2"
-0.975495071177273 0.783693584596889 -1.15237404213049 0.595672627773027 0.592334286338891 -0.627987208129606 0.414446559805445 -0.387715650034553 -0.102052005038051 0.0663990832473363 1.04947428233103 -1.02274337256013
-2.9023211517145 -1.14882444258684 -1.23272468505633 -1.11679481258029 -1.22282903140227 0.518180267211613 -0.463763469407322 -0.602670937025853 -1.11026776783124 0.405619003640584 -0.979884240154372 -0.0865501662788031
0.663606247967149 0.699599126911434 0.829423149599252 1.28059038081408 -0.103369376889496 -0.254461198109974 1.68974901396287 -0.355070281576444 -0.113800520433711 -0.244030054565759 0.526024557842664 0.808654174543759
-2.23803109548008 -0.502253479804184 0.0416001720514363 -0.853068901557232 -0.953139531592284 0.306942772510008 -1.28892485376832 -0.70522583391613 -0.253207377361532 -0.392989381720745 -0.386552064642737 -1.60759862304171
-0.833555559111806 -1.12935752289635 -1.5085665015856 -0.301535781801861 -0.694482000208445 -0.544963760758047 -0.611254962557088 -0.0967028735865421 -0.432180633350904 -0.807265127615589 -0.644271043830506 -0.0636867923131235
1.07205479234184 -1.13298320458203 0.228721546606254 0.135982230023098 0.29069867001574 -0.538206521557155 -0.19975114357592 -0.479734385521175 -0.560195125823648 0.312687274282233 -0.416825598718964 -0.262659930378131
0.131690813061202 -1.73847519984989 -2.10288834078388 0.204756955934161 -0.232030806337573 -0.0687835298620579 0.202826463958517 -0.0705759809959042 -1.10278056998167 0.80196623378204 0.118144828505412 0.0141056544571997
1.92476083972549 0.421327525959801 -0.0838520513712921 1.09379621318442 0.245609393891929 0.191038390830884 0.521887070767353 -1.17043987394306 0.134835043663563 0.30181274105925 -0.497005181217317 -0.151547621958389
-0.498213855463084 -0.118347431195706 0.42990013185111 0.253638007668172 0.553441296314812 -0.134148904708245 -0.265589960434859 0.0444404969139091 -0.0486134109461218 0.467905802552689 -0.353935884246649 0.132786420725699
-0.453540589888264 -1.40371601125926 -1.34908480416481 0.154172580920011 -0.780995574444754 -0.0723740275889682 0.966822082002384 0.249082292666335 -0.748753732919091 -0.104615869114632 0.526560810092542 0.689343564576177
0.421751259972139 0.430145332355567 0.220653955971974 -0.0292188902621549 -0.705194855604482 0.148718237483605 0.103729768350996 -0.176967062923503 -0.203944096849831 -0.352532521271045 -0.16524215680151 0.0920048622290024
-0.754941102564189 -2.23515875332778 -0.734887594145926 -0.607398609154972 0.0901042135669124 -1.36106000332979 -0.901221335948456 -0.380819879438822 -1.1140196192016 -0.156936170561278 -1.02773087098837 -0.254310344398909
-1.2189520005924 -1.70057464639058 -2.70630836299724 0.173210328773366 -0.861035304489155 -1.90820189607254 -1.10112067588645 -0.213597285447796 -0.607026878533733 -2.16221032202796 -1.19639194612192 -0.118326015212325
-0.970940364180666 -3.42849515355926 -3.14172398603719 -0.581754342689178 -0.979196902017111 -1.2006143572321 -0.279457554386063 -0.386743361122432 -0.00230239944341061 -2.1775088598058 -1.18954042701554 0.523339511507041
0.0860594025902516 -0.639148685477196 0.96786799216917 0.00613347570812156 0.049769074392035 0.0390499273676586 0.224161537773046 -1.0203130124668 -0.410386029819193 0.499205031578887 -0.304988551553093 -0.491162923140664
-2.05613769363284 -0.61800710241474 -0.621173647696709 -2.21876873790899 -0.461677378310107 -0.837764589371952 -2.01279385000663 -0.358933169218985 -0.640909265943721 -0.658532701738339 -1.50638778227817 -0.865339236947448
-1.44739427373186 -0.38691433174225 -0.75344414739841 -1.07348264063672 0.451322812959115 -1.11983829746937 -0.814077051711728 -0.395635493938797 0.466254828886242 -1.1347703133965 0.00215994931044929 -1.21187249496097
-1.2324622741074 -1.65523545478412 -0.8637810680275 -1.46319014055238 -0.751249088738214 0.13776130354024 -0.248949740468229 -1.82415607192683 -0.752379474774018 0.138891689576044 -0.329695319450762 -1.74341049294429
-0.23371582095693 -2.03118997232408 0.0390697093403478 -1.27977346447719 -0.338742621421951 -0.796902662781954 -0.405551128210053 -0.0324926030651845 -1.55622507983167 0.420579795627767 -1.04214360205615 0.60409987078091
-2.18846200970769 -1.72886308876835 -1.65791489937514 -0.486306673233286 0.277367992358738 -1.34888793363018 -1.57490808167499 0.271675355295862 -0.70517133489104 -0.366348606380399 -1.28297931643115 -0.0202534099479756
-1.0459135375303 0.858759009698889 -0.0695916864457613 -0.484926894439304 1.18426553457181 -0.443853140915699 -0.0678756850163136 -0.31716530937576 0.612338100937312 0.128074292718803 -0.201252445267981 -0.183788549124093
0.374391494585883 1.29543327467495 0.25968685330137 -0.977073911896506 0.36491816077114 -0.0793492082829333 -1.21569390034797 0.342807497533682 0.483586599256973 -0.198017646768767 -0.477777732839645 -0.395108669974647
-1.50108858346344 -0.587881031361577 -1.51970080097039 -1.12707811348196 -1.50844594268122 -0.309218661438404 0.675211124330407 0.111279705806856 0.0332120334351108 -1.85087663755474 0.447832546904217 0.338658283233046
0.087075761594088 1.38631340560684 -0.711203611979329 -0.578988811542282 0.0751562651785243 -0.09045681077504 -0.0562012878336871 0.299668640472741 0.910751236427773 -0.926051782024288 0.787499069025067 -0.544031716386013
-1.42859950068509 0.736845926841518 0.337296469017667 0.186533389320247 -0.19666792507812 0.876257289624724 -1.29165928432884 0.746328777582742 0.952453419368518 -0.272864054821915 -0.147651563423978 -0.397678943322124
-0.220943967756897 -1.7533433425071 -2.21536485485468 -1.33252017657071 -0.464744206072298 -0.884711065297269 -0.314183485877409 -0.517835949954014 -1.62144446348436 0.271989192114797 -0.924413292124243 0.0923938562928197
0.248585361078514 -1.16293642458664 0.474692798131021 -1.40516393249265 0.887978533410937 -0.382463129510722 0.42755481277061 -2.39379204806287 0.853594680108336 -0.348079276208122 -1.05060376506495 -0.915633470227304
-0.169413267887237 -2.00596328629925 -1.54231123003837 -0.165750649074813 -0.235662175975803 0.483559710696057 -0.435493601231802 -0.992865854317179 0.230229973468493 0.0176675612517618 -0.66390028818197 -0.76445916736701
-0.714417822388613 -2.31807600287023 -0.206580147040523 -0.530814407245292 -0.433290949356066 -0.382204446254398 -0.672129291490881 -0.379359196035471 -0.0468528012774033 -0.76864259433306 -1.14347510104998 0.0919866135236281
-0.188514286947306 -0.342286911416275 -1.00733230779366 0.820740236671407 -0.788369258264562 -0.492718796925898 -0.34577404219848 -0.131248731758102 -0.25915895326175 -1.02192910192871 0.154304339833541 -0.631327113790123
-1.71858396417376 -0.755263127367645 -1.32039364788846 -1.47831893955509 -0.283266866552909 -0.967636268499633 0.0785385622269806 -0.641911806325818 -0.943768575160342 -0.307134559892198 -1.19018258522835 0.626809341129511
-0.757424268674022 -2.51067705017069 -1.57402693597324 -1.12754065295002 0.0138507942232597 -0.963221246146683 -0.685663241731414 -0.292174860217891 -0.822452238903355 -0.126918213020068 0.139406820295507 -1.11724492224481
-0.582820293535509 1.71333512309868 -0.654943760445455 -0.427041092144778 -0.103709097746279 -0.0552780226282188 0.806804863610736 0.157118700899607 0.806099172399418 -0.965086292773917 1.4830008821072 -0.519077317596856
-1.86885175953616 -2.94784385923445 -2.13853975978564 -0.656850996266826 -0.941155711661905 -1.19336711572164 -1.00698629269363 -1.27756720464485 -0.69231905849827 -1.44220376888528 -1.45644401261905 -0.828109484719433
-0.0535940642477319 -1.16413083894163 -0.872539484699986 0.0816635968079792 0.598077041440654 -0.457019699636458 -0.31880394401259 -0.441434481833862 0.307472026036338 -0.166414684232143 -0.511858716125405 -0.248379709721046
-1.09850413706332 -1.19275541038366 -0.779417897317282 -2.0233388950372 -0.22737180929631 -0.523439255889482 -1.10449829719998 -0.723005452788608 -0.177946932874856 -0.572864132310937 -1.38462302277977 -0.44288072720882
0.721888139023934 -0.823599837891209 -1.11247523761249 0.0381543681292658 -0.203334903714721 -0.363319065008768 0.352691635912925 -1.05801923238827 -0.404807287862544 -0.161846680860945 -0.068010954036219 -0.637316642439128
-1.84084171937633 -0.808133606891941 -1.84546911174273 -0.553958178063148 -0.381250275969238 -0.14008545746603 -1.15073180607116 0.79317752118144 -0.0447024679624736 -0.476633265472794 -0.613712977579222 0.256158692689503
